date,tweets,increase,country
04/22/2020,530,9,KR
04/23/2020,537,7,KR
04/24/2020,541,4,KR
04/25/2020,543,2,KR
04/26/2020,547,4,KR
04/27/2020,548,1,KR
04/28/2020,554,6,KR
04/29/2020,559,5,KR
04/30/2020,564,5,KR
05/01/2020,568,4,KR
05/02/2020,571,3,KR
05/03/2020,572,1,KR
05/04/2020,575,3,KR
05/05/2020,580,5,KR
05/06/2020,587,7,KR
05/07/2020,593,6,KR
05/08/2020,595,2,KR
05/09/2020,596,1,KR
05/10/2020,598,2,KR
05/11/2020,604,6,KR
05/12/2020,605,1,KR
01/21/2020,2,0,MX
01/22/2020,21,19,MX
01/23/2020,36,15,MX
01/24/2020,41,5,MX
01/25/2020,55,14,MX
01/26/2020,59,4,MX
01/27/2020,64,5,MX
01/29/2020,71,7,MX
01/30/2020,76,5,MX
01/31/2020,80,4,MX
02/01/2020,83,3,MX
02/02/2020,92,9,MX
02/03/2020,99,7,MX
02/04/2020,108,9,MX
02/05/2020,115,7,MX
02/06/2020,121,6,MX
02/07/2020,123,2,MX
02/08/2020,125,2,MX
02/09/2020,129,4,MX
02/10/2020,134,5,MX
02/11/2020,138,4,MX
02/12/2020,141,3,MX
02/13/2020,144,3,MX
02/14/2020,145,1,MX
02/15/2020,146,1,MX
02/16/2020,150,4,MX
02/17/2020,154,4,MX
02/18/2020,160,6,MX
02/19/2020,165,5,MX
02/20/2020,166,1,MX
02/21/2020,171,5,MX
02/22/2020,178,7,MX
02/23/2020,180,2,MX
02/26/2020,182,2,MX
02/27/2020,192,10,MX
02/28/2020,295,103,MX
02/29/2020,359,64,MX
03/01/2020,393,34,MX
03/02/2020,414,21,MX
03/03/2020,434,20,MX
03/04/2020,448,14,MX
03/05/2020,461,13,MX
03/06/2020,466,5,MX
03/07/2020,478,12,MX
03/08/2020,486,8,MX
03/09/2020,491,5,MX
03/11/2020,503,12,MX
03/12/2020,560,57,MX
03/13/2020,632,72,MX
03/14/2020,754,122,MX
03/15/2020,905,151,MX
03/16/2020,1065,160,MX
03/17/2020,1227,162,MX
03/18/2020,1409,182,MX
03/19/2020,1601,192,MX
03/20/2020,1772,171,MX
03/21/2020,1923,151,MX
03/22/2020,2073,150,MX
03/23/2020,2240,167,MX
03/24/2020,2387,147,MX
03/25/2020,2543,156,MX
03/26/2020,2696,153,MX
03/27/2020,2876,180,MX
03/28/2020,3136,260,MX
03/29/2020,3374,238,MX
03/30/2020,3444,70,MX
03/31/2020,3587,143,MX
04/01/2020,3635,48,MX
04/02/2020,3703,68,MX
04/03/2020,3814,111,MX
04/04/2020,3923,109,MX
04/05/2020,4024,101,MX
04/06/2020,4119,95,MX
04/07/2020,4226,107,MX
04/08/2020,4332,106,MX
04/09/2020,4379,47,MX
04/10/2020,4464,85,MX
04/11/2020,4532,68,MX
04/12/2020,4617,85,MX
04/13/2020,4712,95,MX
04/14/2020,4781,69,MX
04/15/2020,4865,84,MX
04/16/2020,4950,85,MX
04/17/2020,5000,50,MX
04/18/2020,5100,100,MX
04/19/2020,5189,89,MX
04/20/2020,5278,89,MX
04/21/2020,5377,99,MX
04/22/2020,5497,120,MX
04/23/2020,5609,112,MX
04/24/2020,5695,86,MX
04/25/2020,5720,25,MX
04/26/2020,5792,72,MX
04/27/2020,5905,113,MX
04/28/2020,6000,95,MX
04/29/2020,6085,85,MX
04/30/2020,6191,106,MX
05/01/2020,6276,85,MX
05/02/2020,6346,70,MX
05/03/2020,6434,88,MX
05/04/2020,6469,35,MX
05/05/2020,6561,92,MX
05/06/2020,6646,85,MX
05/07/2020,6752,106,MX
05/08/2020,6841,89,MX
05/09/2020,6901,60,MX
05/10/2020,6969,68,MX
05/11/2020,7032,63,MX
05/12/2020,7107,75,MX
05/13/2020,7139,32,MX
05/14/2020,7153,14,MX
01/21/2020,2,0,NG
01/22/2020,5,3,NG
01/23/2020,10,5,NG
01/24/2020,13,3,NG
01/25/2020,15,2,NG
01/26/2020,17,2,NG
01/27/2020,22,5,NG
01/29/2020,28,6,NG
01/30/2020,41,13,NG
01/31/2020,53,12,NG
02/01/2020,58,5,NG
02/02/2020,62,4,NG
02/03/2020,65,3,NG
02/04/2020,69,4,NG
02/06/2020,70,1,NG
02/07/2020,72,2,NG
02/08/2020,74,2,NG
02/09/2020,77,3,NG
02/10/2020,80,3,NG
02/11/2020,82,2,NG
02/12/2020,84,2,NG
02/13/2020,86,2,NG
02/14/2020,91,5,NG
02/16/2020,100,9,NG
02/17/2020,107,7,NG
02/18/2020,120,13,NG
02/19/2020,127,7,NG
02/20/2020,134,7,NG
02/21/2020,140,6,NG
02/22/2020,143,3,NG
02/23/2020,145,2,NG
02/26/2020,148,3,NG
02/27/2020,152,4,NG
02/28/2020,391,239,NG
02/29/2020,444,53,NG
03/01/2020,471,27,NG
03/02/2020,518,47,NG
03/03/2020,553,35,NG
03/04/2020,585,32,NG
03/05/2020,612,27,NG
03/06/2020,638,26,NG
03/07/2020,656,18,NG
03/08/2020,672,16,NG
03/09/2020,692,20,NG
03/11/2020,701,9,NG
03/12/2020,742,41,NG
03/13/2020,800,58,NG
03/14/2020,850,50,NG
03/15/2020,885,35,NG
03/16/2020,924,39,NG
03/17/2020,986,62,NG
03/18/2020,1064,78,NG
03/19/2020,1192,128,NG
03/20/2020,1344,152,NG
03/21/2020,1478,134,NG
03/22/2020,1606,128,NG
03/23/2020,1835,229,NG
03/24/2020,2055,220,NG
03/25/2020,2287,232,NG
03/26/2020,2554,267,NG
03/27/2020,2715,161,NG
03/28/2020,3130,415,NG
03/29/2020,3460,330,NG
03/30/2020,3538,78,NG
03/31/2020,3734,196,NG
04/01/2020,3804,70,NG
04/02/2020,3881,77,NG
04/03/2020,4068,187,NG
04/04/2020,4174,106,NG
04/05/2020,4243,69,NG
04/06/2020,4337,94,NG
04/07/2020,4437,100,NG
04/08/2020,4537,100,NG
04/09/2020,4596,59,NG
04/10/2020,4693,97,NG
04/11/2020,4774,81,NG
04/12/2020,4842,68,NG
04/13/2020,4932,90,NG
04/14/2020,4992,60,NG
04/15/2020,5077,85,NG
04/16/2020,5162,85,NG
04/17/2020,5235,73,NG
04/18/2020,5330,95,NG
04/19/2020,5403,73,NG
04/20/2020,5493,90,NG
04/21/2020,5575,82,NG
04/22/2020,5650,75,NG
04/23/2020,5728,78,NG
04/24/2020,5799,71,NG
04/26/2020,5853,54,NG
04/27/2020,5926,73,NG
04/28/2020,6003,77,NG
04/29/2020,6087,84,NG
04/30/2020,6162,75,NG
05/01/2020,6251,89,NG
05/02/2020,6327,76,NG
05/03/2020,6406,79,NG
05/04/2020,6457,51,NG
05/05/2020,6513,56,NG
05/06/2020,6573,60,NG
05/07/2020,6649,76,NG
05/08/2020,6722,73,NG
05/09/2020,6771,49,NG
05/10/2020,6815,44,NG
05/11/2020,6890,75,NG
05/12/2020,6965,75,NG
05/13/2020,6970,5,NG
05/14/2020,6998,28,NG
01/21/2020,3,0,PE
01/23/2020,4,1,PE
01/25/2020,5,1,PE
01/27/2020,6,1,PE
01/28/2020,7,1,PE
01/29/2020,8,1,PE
01/30/2020,9,1,PE
01/31/2020,10,1,PE
02/03/2020,11,1,PE
02/04/2020,14,3,PE
02/08/2020,16,2,PE
02/09/2020,18,2,PE
02/10/2020,22,4,PE
02/12/2020,24,2,PE
02/13/2020,26,2,PE
02/14/2020,27,1,PE
02/15/2020,28,1,PE
02/17/2020,32,4,PE
02/21/2020,34,2,PE
02/22/2020,35,1,PE
02/23/2020,36,1,PE
02/24/2020,38,2,PE
02/25/2020,39,1,PE
02/27/2020,40,1,PE
02/28/2020,41,1,PE
02/29/2020,42,1,PE
03/13/2020,59,17,PE
03/14/2020,75,16,PE
03/15/2020,99,24,PE
03/16/2020,136,37,PE
03/17/2020,169,33,PE
03/18/2020,205,36,PE
03/19/2020,240,35,PE
03/20/2020,276,36,PE
03/21/2020,302,26,PE
03/22/2020,327,25,PE
03/23/2020,376,49,PE
03/24/2020,408,32,PE
03/25/2020,444,36,PE
03/26/2020,482,38,PE
03/27/2020,501,19,PE
03/28/2020,524,23,PE
03/29/2020,551,27,PE
03/30/2020,563,12,PE
03/31/2020,591,28,PE
04/01/2020,599,8,PE
04/02/2020,613,14,PE
04/03/2020,634,21,PE
04/04/2020,658,24,PE
04/05/2020,692,34,PE
04/06/2020,708,16,PE
04/07/2020,733,25,PE
04/08/2020,737,4,PE
04/09/2020,740,3,PE
04/10/2020,760,20,PE
04/11/2020,797,37,PE
04/12/2020,816,19,PE
04/13/2020,830,14,PE
04/14/2020,840,10,PE
04/15/2020,862,22,PE
04/16/2020,880,18,PE
04/17/2020,900,20,PE
04/18/2020,917,17,PE
04/19/2020,925,8,PE
04/20/2020,948,23,PE
04/21/2020,961,13,PE
04/22/2020,984,23,PE
04/23/2020,1016,32,PE
04/24/2020,1038,22,PE
04/25/2020,1056,18,PE
04/26/2020,1076,20,PE
04/27/2020,1092,16,PE
04/28/2020,1112,20,PE
04/29/2020,1126,14,PE
04/30/2020,1139,13,PE
05/01/2020,1147,8,PE
05/02/2020,1167,20,PE
05/03/2020,1184,17,PE
05/04/2020,1192,8,PE
05/05/2020,1205,13,PE
05/06/2020,1221,16,PE
05/07/2020,1228,7,PE
05/08/2020,1239,11,PE
05/09/2020,1257,18,PE
05/10/2020,1263,6,PE
05/11/2020,1277,14,PE
05/12/2020,1291,14,PE
05/13/2020,1293,2,PE
05/14/2020,1295,2,PE
01/21/2020,2,0,PH
01/22/2020,4,2,PH
01/23/2020,9,5,PH
01/24/2020,16,7,PH
01/25/2020,21,5,PH
01/26/2020,24,3,PH
01/27/2020,29,5,PH
01/28/2020,30,1,PH
01/29/2020,41,11,PH
01/30/2020,61,20,PH
01/31/2020,91,30,PH
02/01/2020,105,14,PH
02/02/2020,120,15,PH
02/03/2020,124,4,PH
02/04/2020,128,4,PH
02/05/2020,135,7,PH
02/06/2020,138,3,PH
02/07/2020,145,7,PH
02/08/2020,151,6,PH
02/09/2020,154,3,PH
02/10/2020,157,3,PH
02/11/2020,164,7,PH
02/12/2020,167,3,PH
02/13/2020,176,9,PH
02/14/2020,180,4,PH
02/16/2020,184,4,PH
02/17/2020,189,5,PH
02/18/2020,193,4,PH
02/19/2020,198,5,PH
02/20/2020,204,6,PH
02/21/2020,207,3,PH
02/23/2020,211,4,PH
02/26/2020,212,1,PH
02/28/2020,244,32,PH
02/29/2020,247,3,PH
03/01/2020,253,6,PH
03/02/2020,262,9,PH
03/03/2020,269,7,PH
03/04/2020,277,8,PH
03/05/2020,279,2,PH
03/06/2020,298,19,PH
03/07/2020,314,16,PH
03/08/2020,329,15,PH
03/09/2020,355,26,PH
03/11/2020,367,12,PH
03/12/2020,430,63,PH
03/13/2020,506,76,PH
03/14/2020,613,107,PH
03/15/2020,728,115,PH
03/16/2020,857,129,PH
03/17/2020,1012,155,PH
03/18/2020,1128,116,PH
03/19/2020,1250,122,PH
03/20/2020,1379,129,PH
03/21/2020,1543,164,PH
03/22/2020,1664,121,PH
03/23/2020,1786,122,PH
03/24/2020,1908,122,PH
03/25/2020,2028,120,PH
03/26/2020,2133,105,PH
03/27/2020,2184,51,PH
03/28/2020,2406,222,PH
03/29/2020,2728,322,PH
03/30/2020,2741,13,PH
03/31/2020,2848,107,PH
04/01/2020,2907,59,PH
04/02/2020,2924,17,PH
04/03/2020,2986,62,PH
04/04/2020,3065,79,PH
04/05/2020,3140,75,PH
04/06/2020,3215,75,PH
04/07/2020,3300,85,PH
04/08/2020,3352,52,PH
04/09/2020,3403,51,PH
04/10/2020,3449,46,PH
04/11/2020,3505,56,PH
04/12/2020,3577,72,PH
04/13/2020,3623,46,PH
04/14/2020,3649,26,PH
04/15/2020,3727,78,PH
04/16/2020,3776,49,PH
04/17/2020,3826,50,PH
04/18/2020,3882,56,PH
04/19/2020,3948,66,PH
04/20/2020,3996,48,PH
04/21/2020,4041,45,PH
04/22/2020,4074,33,PH
04/23/2020,4121,47,PH
04/24/2020,4163,42,PH
04/26/2020,4200,37,PH
04/27/2020,4234,34,PH
04/28/2020,4285,51,PH
04/29/2020,4321,36,PH
04/30/2020,4366,45,PH
05/01/2020,4404,38,PH
05/02/2020,4447,43,PH
05/03/2020,4480,33,PH
05/04/2020,4505,25,PH
05/05/2020,4537,32,PH
05/06/2020,4569,32,PH
05/07/2020,4601,32,PH
05/08/2020,4636,35,PH
05/09/2020,4665,29,PH
05/10/2020,4697,32,PH
05/11/2020,4723,26,PH
05/12/2020,4752,29,PH
05/13/2020,4755,3,PH
05/14/2020,4763,8,PH
01/21/2020,3,0,TR
01/23/2020,4,1,TR
01/24/2020,7,3,TR
01/25/2020,8,1,TR
01/26/2020,11,3,TR
01/27/2020,16,5,TR
01/29/2020,20,4,TR
01/30/2020,22,2,TR
01/31/2020,23,1,TR
02/02/2020,27,4,TR
02/03/2020,30,3,TR
02/04/2020,31,1,TR
02/06/2020,32,1,TR
02/07/2020,35,3,TR
02/08/2020,36,1,TR
02/10/2020,37,1,TR
02/14/2020,38,1,TR
02/16/2020,39,1,TR
02/21/2020,40,1,TR
02/22/2020,41,1,TR
02/23/2020,42,1,TR
02/27/2020,43,1,TR
02/28/2020,45,2,TR
02/29/2020,46,1,TR
03/01/2020,49,3,TR
03/02/2020,56,7,TR
03/04/2020,58,2,TR
03/05/2020,65,7,TR
03/06/2020,67,2,TR
03/07/2020,69,2,TR
03/08/2020,71,2,TR
03/09/2020,75,4,TR
03/11/2020,102,27,TR
03/12/2020,148,46,TR
03/13/2020,527,379,TR
03/14/2020,569,42,TR
03/15/2020,625,56,TR
03/16/2020,1169,544,TR
03/17/2020,1271,102,TR
03/18/2020,1356,85,TR
03/19/2020,1472,116,TR
03/20/2020,1747,275,TR
03/21/2020,1880,133,TR
03/22/2020,2010,130,TR
03/23/2020,2112,102,TR
03/24/2020,2204,92,TR
03/25/2020,2291,87,TR
03/26/2020,2386,95,TR
03/27/2020,2474,88,TR
03/28/2020,2715,241,TR
03/29/2020,2971,256,TR
03/30/2020,3040,69,TR
03/31/2020,3144,104,TR
04/01/2020,3161,17,TR
04/02/2020,3231,70,TR
04/03/2020,3311,80,TR
04/04/2020,3395,84,TR
04/05/2020,3465,70,TR
04/06/2020,3551,86,TR
04/07/2020,3605,54,TR
04/08/2020,3606,1,TR
04/09/2020,3614,8,TR
04/10/2020,3706,92,TR
04/11/2020,3804,98,TR
04/12/2020,3878,74,TR
04/13/2020,3958,80,TR
04/14/2020,3983,25,TR
04/15/2020,4055,72,TR
04/16/2020,4138,83,TR
04/17/2020,4199,61,TR
04/18/2020,4277,78,TR
04/19/2020,4331,54,TR
04/20/2020,4395,64,TR
04/21/2020,4450,55,TR
04/22/2020,4511,61,TR
04/23/2020,4539,28,TR
04/24/2020,4580,41,TR
04/25/2020,4593,13,TR
04/26/2020,4651,58,TR
04/27/2020,5124,473,TR
04/28/2020,5178,54,TR
04/29/2020,5519,341,TR
04/30/2020,5574,55,TR
05/01/2020,5619,45,TR
05/02/2020,5669,50,TR
05/03/2020,5727,58,TR
05/04/2020,5751,24,TR
05/05/2020,6196,445,TR
05/06/2020,6243,47,TR
05/07/2020,6271,28,TR
05/08/2020,6322,51,TR
05/09/2020,6344,22,TR
05/10/2020,6390,46,TR
05/11/2020,6437,47,TR
05/12/2020,6473,36,TR
05/13/2020,6477,4,TR
05/14/2020,6496,19,TR
01/21/2020,1,0,TW
01/22/2020,2,1,TW
01/24/2020,5,3,TW
01/25/2020,6,1,TW
01/26/2020,7,1,TW
01/27/2020,8,1,TW
01/29/2020,17,9,TW
01/30/2020,26,9,TW
01/31/2020,29,3,TW
02/01/2020,31,2,TW
02/02/2020,33,2,TW
02/03/2020,35,2,TW
02/04/2020,36,1,TW
02/05/2020,41,5,TW
02/06/2020,43,2,TW
02/07/2020,48,5,TW
02/08/2020,50,2,TW
02/09/2020,51,1,TW
02/10/2020,53,2,TW
02/11/2020,58,5,TW
02/12/2020,62,4,TW
02/13/2020,63,1,TW
02/14/2020,65,2,TW
02/16/2020,71,6,TW
02/20/2020,72,1,TW
02/21/2020,77,5,TW
02/22/2020,80,3,TW
02/23/2020,81,1,TW
02/28/2020,83,2,TW
02/29/2020,92,9,TW
03/01/2020,95,3,TW
03/02/2020,98,3,TW
03/03/2020,100,2,TW
03/04/2020,101,1,TW
03/06/2020,104,3,TW
03/07/2020,106,2,TW
03/08/2020,110,4,TW
03/12/2020,111,1,TW
03/13/2020,112,1,TW
03/14/2020,114,2,TW
03/15/2020,115,1,TW
03/16/2020,121,6,TW
03/17/2020,130,9,TW
03/18/2020,132,2,TW
03/19/2020,137,5,TW
03/20/2020,144,7,TW
03/21/2020,148,4,TW
03/22/2020,152,4,TW
03/23/2020,156,4,TW
03/24/2020,159,3,TW
03/25/2020,162,3,TW
03/26/2020,167,5,TW
03/27/2020,169,2,TW
03/28/2020,175,6,TW
03/29/2020,186,11,TW
03/31/2020,191,5,TW
04/01/2020,196,5,TW
04/02/2020,197,1,TW
04/03/2020,209,12,TW
04/04/2020,215,6,TW
04/05/2020,217,2,TW
04/06/2020,219,2,TW
04/08/2020,221,2,TW
04/09/2020,222,1,TW
04/10/2020,223,1,TW
04/11/2020,226,3,TW
04/12/2020,228,2,TW
04/14/2020,230,2,TW
04/15/2020,236,6,TW
04/17/2020,241,5,TW
04/18/2020,243,2,TW
04/19/2020,248,5,TW
04/20/2020,249,1,TW
04/21/2020,253,4,TW
04/22/2020,255,2,TW
04/23/2020,259,4,TW
04/26/2020,260,1,TW
04/27/2020,262,2,TW
04/28/2020,265,3,TW
04/29/2020,270,5,TW
05/01/2020,272,2,TW
05/02/2020,273,1,TW
05/03/2020,276,3,TW
05/04/2020,277,1,TW
05/05/2020,280,3,TW
05/06/2020,282,2,TW
05/07/2020,284,2,TW
05/08/2020,286,2,TW
05/09/2020,287,1,TW
05/10/2020,289,2,TW
05/12/2020,291,2,TW
01/21/2020,2,0,ZA
01/22/2020,4,2,ZA
01/23/2020,5,1,ZA
01/25/2020,6,1,ZA
01/27/2020,9,3,ZA
01/29/2020,12,3,ZA
01/30/2020,14,2,ZA
01/31/2020,17,3,ZA
02/02/2020,18,1,ZA
02/03/2020,19,1,ZA
02/05/2020,23,4,ZA
02/06/2020,24,1,ZA
02/07/2020,27,3,ZA
02/11/2020,30,3,ZA
02/12/2020,34,4,ZA
02/13/2020,36,2,ZA
02/14/2020,40,4,ZA
02/16/2020,42,2,ZA
02/17/2020,43,1,ZA
02/18/2020,47,4,ZA
02/19/2020,49,2,ZA
02/20/2020,52,3,ZA
02/21/2020,53,1,ZA
02/28/2020,54,1,ZA
03/13/2020,73,19,ZA
03/14/2020,100,27,ZA
03/15/2020,127,27,ZA
03/16/2020,185,58,ZA
03/17/2020,265,80,ZA
03/18/2020,342,77,ZA
03/19/2020,408,66,ZA
03/20/2020,501,93,ZA
03/21/2020,575,74,ZA
03/22/2020,651,76,ZA
03/23/2020,734,83,ZA
03/24/2020,815,81,ZA
03/25/2020,886,71,ZA
03/26/2020,1002,116,ZA
03/27/2020,1056,54,ZA
03/28/2020,1136,80,ZA
03/29/2020,1211,75,ZA
03/30/2020,1245,34,ZA
03/31/2020,1296,51,ZA
04/01/2020,1313,17,ZA
04/02/2020,1339,26,ZA
04/03/2020,1400,61,ZA
04/04/2020,1453,53,ZA
04/05/2020,1505,52,ZA
04/06/2020,1555,50,ZA
04/07/2020,1617,62,ZA
04/08/2020,1618,1,ZA
04/09/2020,1620,2,ZA
04/10/2020,1673,53,ZA
04/11/2020,1739,66,ZA
04/12/2020,1796,57,ZA
04/13/2020,1836,40,ZA
04/14/2020,1856,20,ZA
04/15/2020,1896,40,ZA
04/16/2020,1940,44,ZA
04/17/2020,1977,37,ZA
04/18/2020,2022,45,ZA
04/19/2020,2064,42,ZA
04/20/2020,2104,40,ZA
04/21/2020,2155,51,ZA
04/22/2020,2196,41,ZA
04/23/2020,2243,47,ZA
04/24/2020,2281,38,ZA
04/25/2020,2314,33,ZA
04/26/2020,2352,38,ZA
04/27/2020,2388,36,ZA
04/28/2020,2420,32,ZA
04/29/2020,2468,48,ZA
04/30/2020,2506,38,ZA
05/01/2020,2546,40,ZA
05/02/2020,2593,47,ZA
05/03/2020,2610,17,ZA
05/04/2020,2630,20,ZA
05/05/2020,2664,34,ZA
05/06/2020,2706,42,ZA
05/07/2020,2754,48,ZA
05/08/2020,2788,34,ZA
05/09/2020,2836,48,ZA
05/10/2020,2863,27,ZA
05/11/2020,2899,36,ZA
05/12/2020,2942,43,ZA
05/13/2020,2945,3,ZA
05/14/2020,2963,18,ZA
01/22/2020,2,0,AR
01/23/2020,6,4,AR
01/24/2020,8,2,AR
01/26/2020,11,3,AR
01/27/2020,12,1,AR
01/28/2020,13,1,AR
01/29/2020,20,7,AR
01/30/2020,26,6,AR
01/31/2020,39,13,AR
02/01/2020,43,4,AR
02/02/2020,47,4,AR
02/03/2020,50,3,AR
02/04/2020,54,4,AR
02/05/2020,56,2,AR
02/06/2020,60,4,AR
02/07/2020,66,6,AR
02/08/2020,69,3,AR
02/09/2020,72,3,AR
02/11/2020,76,4,AR
02/12/2020,80,4,AR
02/13/2020,84,4,AR
02/14/2020,85,1,AR
02/15/2020,86,1,AR
02/16/2020,88,2,AR
02/17/2020,90,2,AR
02/18/2020,93,3,AR
02/19/2020,94,1,AR
02/20/2020,95,1,AR
02/22/2020,97,2,AR
02/23/2020,101,4,AR
02/24/2020,105,4,AR
02/26/2020,107,2,AR
02/27/2020,112,5,AR
02/28/2020,119,7,AR
02/29/2020,120,1,AR
03/12/2020,123,3,AR
03/13/2020,247,124,AR
03/14/2020,359,112,AR
03/15/2020,489,130,AR
03/16/2020,683,194,AR
03/17/2020,844,161,AR
03/18/2020,1000,156,AR
03/19/2020,1148,148,AR
03/20/2020,1317,169,AR
03/21/2020,1483,166,AR
03/22/2020,1642,159,AR
03/23/2020,1775,133,AR
03/24/2020,1910,135,AR
03/25/2020,2034,124,AR
03/26/2020,2145,111,AR
03/27/2020,2282,137,AR
03/28/2020,2404,122,AR
03/29/2020,2496,92,AR
03/30/2020,2543,47,AR
03/31/2020,2629,86,AR
04/01/2020,2648,19,AR
04/02/2020,2716,68,AR
04/03/2020,2796,80,AR
04/04/2020,2872,76,AR
04/05/2020,2962,90,AR
04/06/2020,3022,60,AR
04/07/2020,3105,83,AR
04/08/2020,3115,10,AR
04/09/2020,3125,10,AR
04/10/2020,3205,80,AR
04/11/2020,3307,102,AR
04/12/2020,3403,96,AR
04/13/2020,3465,62,AR
04/14/2020,3517,52,AR
04/15/2020,3606,89,AR
04/16/2020,3670,64,AR
04/17/2020,3734,64,AR
04/18/2020,3811,77,AR
04/19/2020,3880,69,AR
04/20/2020,3945,65,AR
04/21/2020,4028,83,AR
04/22/2020,4099,71,AR
04/23/2020,4188,89,AR
04/24/2020,4266,78,AR
04/25/2020,4325,59,AR
04/26/2020,4380,55,AR
04/27/2020,4435,55,AR
04/28/2020,4502,67,AR
04/29/2020,4581,79,AR
04/30/2020,4633,52,AR
05/01/2020,4680,47,AR
05/02/2020,4751,71,AR
05/03/2020,4806,55,AR
05/04/2020,4831,25,AR
05/05/2020,4893,62,AR
05/06/2020,4937,44,AR
05/07/2020,4980,43,AR
05/08/2020,5026,46,AR
05/09/2020,5086,60,AR
05/10/2020,5141,55,AR
05/11/2020,5204,63,AR
05/12/2020,5268,64,AR
05/13/2020,5280,12,AR
05/14/2020,5294,14,AR
01/22/2020,1,0,BN
01/31/2020,2,1,BN
03/14/2020,3,1,BN
03/16/2020,6,3,BN
03/18/2020,8,2,BN
03/19/2020,10,2,BN
03/20/2020,11,1,BN
03/21/2020,12,1,BN
03/22/2020,14,2,BN
03/25/2020,15,1,BN
03/26/2020,16,1,BN
03/28/2020,18,2,BN
03/31/2020,20,2,BN
04/01/2020,21,1,BN
04/03/2020,22,1,BN
04/04/2020,23,1,BN
04/05/2020,25,2,BN
04/06/2020,27,2,BN
04/08/2020,29,2,BN
04/09/2020,30,1,BN
04/12/2020,31,1,BN
04/13/2020,32,1,BN
04/14/2020,33,1,BN
04/15/2020,34,1,BN
04/17/2020,35,1,BN
04/20/2020,36,1,BN
04/24/2020,38,2,BN
04/27/2020,39,1,BN
04/28/2020,40,1,BN
05/05/2020,41,1,BN
05/07/2020,42,1,BN
05/11/2020,43,1,BN
05/13/2020,44,1,BN
01/22/2020,1,0,CL
01/23/2020,3,2,CL
01/24/2020,7,4,CL
01/25/2020,9,2,CL
01/31/2020,10,1,CL
02/01/2020,12,2,CL
02/03/2020,14,2,CL
02/05/2020,15,1,CL
02/06/2020,16,1,CL
02/07/2020,18,2,CL
02/08/2020,20,2,CL
02/10/2020,21,1,CL
02/11/2020,24,3,CL
02/12/2020,28,4,CL
02/17/2020,29,1,CL
02/18/2020,31,2,CL
02/19/2020,33,2,CL
02/22/2020,34,1,CL
02/26/2020,35,1,CL
02/28/2020,40,5,CL
02/29/2020,42,2,CL
03/12/2020,43,1,CL
03/13/2020,75,32,CL
03/14/2020,117,42,CL
03/15/2020,188,71,CL
03/16/2020,291,103,CL
03/17/2020,411,120,CL
03/18/2020,511,100,CL
03/19/2020,622,111,CL
03/20/2020,730,108,CL
03/21/2020,834,104,CL
03/22/2020,944,110,CL
03/23/2020,1036,92,CL
03/24/2020,1138,102,CL
03/25/2020,1205,67,CL
03/26/2020,1287,82,CL
03/27/2020,1391,104,CL
03/28/2020,1472,81,CL
03/29/2020,1524,52,CL
03/30/2020,1549,25,CL
03/31/2020,1608,59,CL
04/01/2020,1623,15,CL
04/02/2020,1665,42,CL
04/03/2020,1719,54,CL
04/04/2020,1780,61,CL
04/05/2020,1835,55,CL
04/06/2020,1891,56,CL
04/07/2020,1944,53,CL
04/08/2020,1953,9,CL
04/09/2020,1966,13,CL
04/10/2020,2005,39,CL
04/11/2020,2058,53,CL
04/12/2020,2105,47,CL
04/13/2020,2144,39,CL
04/14/2020,2176,32,CL
04/15/2020,2209,33,CL
04/16/2020,2254,45,CL
04/17/2020,2281,27,CL
04/18/2020,2325,44,CL
04/19/2020,2362,37,CL
04/20/2020,2408,46,CL
04/21/2020,2451,43,CL
04/22/2020,2492,41,CL
04/23/2020,2538,46,CL
04/24/2020,2578,40,CL
04/25/2020,2612,34,CL
04/26/2020,2634,22,CL
04/27/2020,2664,30,CL
04/28/2020,2705,41,CL
04/29/2020,2745,40,CL
04/30/2020,2775,30,CL
05/01/2020,2800,25,CL
05/02/2020,2839,39,CL
05/03/2020,2874,35,CL
05/04/2020,2887,13,CL
05/05/2020,2923,36,CL
05/06/2020,2960,37,CL
05/07/2020,3000,40,CL
05/08/2020,3036,36,CL
05/09/2020,3078,42,CL
05/10/2020,3096,18,CL
05/11/2020,3129,33,CL
05/12/2020,3159,30,CL
05/13/2020,3168,9,CL
05/14/2020,3173,5,CL
01/22/2020,1,0,MY
01/23/2020,5,4,MY
01/24/2020,6,1,MY
01/25/2020,10,4,MY
01/26/2020,18,8,MY
01/27/2020,30,12,MY
01/29/2020,41,11,MY
01/30/2020,52,11,MY
01/31/2020,58,6,MY
02/01/2020,64,6,MY
02/02/2020,67,3,MY
02/03/2020,71,4,MY
02/04/2020,74,3,MY
02/05/2020,81,7,MY
02/06/2020,82,1,MY
02/07/2020,88,6,MY
02/08/2020,95,7,MY
02/09/2020,102,7,MY
02/10/2020,106,4,MY
02/11/2020,108,2,MY
02/12/2020,114,6,MY
02/13/2020,117,3,MY
02/14/2020,120,3,MY
02/16/2020,122,2,MY
02/17/2020,125,3,MY
02/18/2020,129,4,MY
02/21/2020,136,7,MY
02/22/2020,137,1,MY
02/29/2020,144,7,MY
03/01/2020,147,3,MY
03/02/2020,150,3,MY
03/03/2020,155,5,MY
03/04/2020,165,10,MY
03/05/2020,168,3,MY
