date,tweets,increase,country
02/24/2020,3,1,BA
03/04/2020,4,1,BA
03/13/2020,5,1,BA
03/14/2020,6,1,BA
03/16/2020,10,4,BA
03/17/2020,12,2,BA
03/18/2020,13,1,BA
03/19/2020,15,2,BA
03/20/2020,17,2,BA
03/23/2020,20,3,BA
03/24/2020,23,3,BA
03/25/2020,24,1,BA
03/26/2020,25,1,BA
03/28/2020,35,10,BA
03/29/2020,37,2,BA
04/07/2020,38,1,BA
04/22/2020,39,1,BA
04/23/2020,40,1,BA
04/26/2020,41,1,BA
04/29/2020,42,1,BA
05/02/2020,43,1,BA
05/08/2020,44,1,BA
05/11/2020,45,1,BA
02/03/2020,1,0,CI
02/11/2020,2,1,CI
02/14/2020,3,1,CI
02/28/2020,5,2,CI
03/01/2020,6,1,CI
03/13/2020,7,1,CI
03/15/2020,8,1,CI
03/16/2020,9,1,CI
03/18/2020,12,3,CI
03/19/2020,13,1,CI
03/21/2020,22,9,CI
03/22/2020,25,3,CI
03/23/2020,29,4,CI
03/24/2020,34,5,CI
03/25/2020,39,5,CI
03/27/2020,49,10,CI
03/28/2020,51,2,CI
03/29/2020,53,2,CI
03/30/2020,55,2,CI
03/31/2020,57,2,CI
04/02/2020,58,1,CI
04/03/2020,60,2,CI
04/04/2020,63,3,CI
04/07/2020,65,2,CI
04/09/2020,70,5,CI
04/10/2020,71,1,CI
04/12/2020,72,1,CI
04/13/2020,73,1,CI
04/15/2020,74,1,CI
04/16/2020,75,1,CI
04/18/2020,77,2,CI
04/19/2020,78,1,CI
04/20/2020,79,1,CI
04/21/2020,82,3,CI
04/22/2020,85,3,CI
04/23/2020,86,1,CI
04/24/2020,87,1,CI
04/26/2020,89,2,CI
04/27/2020,92,3,CI
04/28/2020,93,1,CI
04/29/2020,94,1,CI
05/01/2020,96,2,CI
05/02/2020,97,1,CI
05/03/2020,99,2,CI
05/05/2020,100,1,CI
05/07/2020,102,2,CI
05/08/2020,103,1,CI
05/10/2020,104,1,CI
05/11/2020,105,1,CI
02/03/2020,3,0,IQ
02/20/2020,6,3,IQ
02/28/2020,9,3,IQ
03/04/2020,12,3,IQ
03/06/2020,15,3,IQ
03/11/2020,18,3,IQ
03/12/2020,21,3,IQ
03/14/2020,27,6,IQ
03/15/2020,33,6,IQ
03/16/2020,39,6,IQ
03/17/2020,51,12,IQ
03/18/2020,60,9,IQ
03/19/2020,68,8,IQ
03/20/2020,71,3,IQ
03/21/2020,74,3,IQ
03/22/2020,77,3,IQ
03/23/2020,80,3,IQ
03/24/2020,86,6,IQ
03/25/2020,95,9,IQ
03/26/2020,101,6,IQ
03/27/2020,116,15,IQ
03/28/2020,158,42,IQ
03/29/2020,182,24,IQ
03/30/2020,187,5,IQ
03/31/2020,199,12,IQ
04/01/2020,205,6,IQ
04/02/2020,214,9,IQ
04/03/2020,226,12,IQ
04/04/2020,244,18,IQ
04/05/2020,268,24,IQ
04/06/2020,301,33,IQ
04/07/2020,313,12,IQ
04/08/2020,314,1,IQ
04/10/2020,344,30,IQ
04/11/2020,374,30,IQ
04/12/2020,404,30,IQ
04/13/2020,443,39,IQ
04/15/2020,449,6,IQ
04/16/2020,461,12,IQ
04/17/2020,467,6,IQ
04/19/2020,473,6,IQ
04/20/2020,482,9,IQ
04/21/2020,494,12,IQ
04/22/2020,506,12,IQ
04/23/2020,509,3,IQ
04/24/2020,515,6,IQ
04/29/2020,521,6,IQ
05/01/2020,524,3,IQ
05/06/2020,527,3,IQ
05/08/2020,530,3,IQ
05/09/2020,533,3,IQ
05/11/2020,536,3,IQ
02/03/2020,3,0,KZ
02/28/2020,9,6,KZ
03/13/2020,12,3,KZ
03/16/2020,15,3,KZ
03/17/2020,33,18,KZ
03/19/2020,39,6,KZ
03/20/2020,42,3,KZ
03/21/2020,48,6,KZ
03/22/2020,50,2,KZ
03/23/2020,56,6,KZ
03/24/2020,65,9,KZ
03/25/2020,74,9,KZ
03/26/2020,83,9,KZ
03/29/2020,89,6,KZ
03/31/2020,95,6,KZ
04/03/2020,104,9,KZ
04/06/2020,107,3,KZ
04/07/2020,116,9,KZ
04/10/2020,119,3,KZ
04/11/2020,128,9,KZ
04/15/2020,131,3,KZ
04/16/2020,137,6,KZ
04/20/2020,140,3,KZ
04/21/2020,143,3,KZ
04/22/2020,146,3,KZ
04/27/2020,149,3,KZ
04/29/2020,161,12,KZ
04/30/2020,167,6,KZ
05/03/2020,170,3,KZ
05/06/2020,173,3,KZ
05/07/2020,176,3,KZ
05/12/2020,179,3,KZ
05/14/2020,188,9,KZ
02/05/2020,1,0,AG
03/08/2020,2,1,AG
03/11/2020,3,1,AG
03/12/2020,4,1,AG
03/16/2020,5,1,AG
03/18/2020,6,1,AG
03/24/2020,8,2,AG
03/26/2020,10,2,AG
03/29/2020,12,2,AG
04/02/2020,13,1,AG
04/06/2020,14,1,AG
04/11/2020,15,1,AG
04/26/2020,16,1,AG
05/01/2020,17,1,AG
05/09/2020,18,1,AG
05/10/2020,19,1,AG
05/12/2020,20,1,AG
02/05/2020,1,0,NO
02/09/2020,2,1,NO
02/25/2020,3,1,NO
02/27/2020,4,1,NO
02/28/2020,8,4,NO
03/02/2020,10,2,NO
03/05/2020,11,1,NO
03/06/2020,12,1,NO
03/11/2020,14,2,NO
03/12/2020,19,5,NO
03/13/2020,33,14,NO
03/14/2020,37,4,NO
03/15/2020,44,7,NO
03/16/2020,51,7,NO
03/17/2020,57,6,NO
03/18/2020,64,7,NO
03/19/2020,69,5,NO
03/20/2020,75,6,NO
03/21/2020,82,7,NO
03/22/2020,86,4,NO
03/23/2020,92,6,NO
03/24/2020,95,3,NO
03/25/2020,99,4,NO
03/26/2020,103,4,NO
03/27/2020,105,2,NO
03/28/2020,109,4,NO
03/29/2020,117,8,NO
03/30/2020,120,3,NO
03/31/2020,127,7,NO
04/02/2020,128,1,NO
04/03/2020,130,2,NO
04/04/2020,134,4,NO
04/05/2020,135,1,NO
04/06/2020,138,3,NO
04/07/2020,139,1,NO
04/10/2020,141,2,NO
04/11/2020,142,1,NO
04/12/2020,145,3,NO
04/13/2020,147,2,NO
04/15/2020,149,2,NO
04/16/2020,151,2,NO
04/17/2020,153,2,NO
04/18/2020,155,2,NO
04/20/2020,156,1,NO
04/21/2020,157,1,NO
04/23/2020,162,5,NO
04/24/2020,163,1,NO
04/26/2020,165,2,NO
04/27/2020,166,1,NO
04/28/2020,169,3,NO
04/30/2020,171,2,NO
05/01/2020,172,1,NO
05/02/2020,173,1,NO
05/03/2020,174,1,NO
05/05/2020,175,1,NO
05/06/2020,176,1,NO
05/07/2020,177,1,NO
05/08/2020,179,2,NO
05/09/2020,180,1,NO
05/10/2020,182,2,NO
05/12/2020,183,1,NO
02/07/2020,2,0,IL
02/10/2020,4,2,IL
02/12/2020,6,2,IL
02/16/2020,8,2,IL
02/19/2020,10,2,IL
02/23/2020,12,2,IL
02/27/2020,16,4,IL
03/02/2020,20,4,IL
03/03/2020,26,6,IL
03/04/2020,28,2,IL
03/05/2020,32,4,IL
03/06/2020,34,2,IL
03/07/2020,46,12,IL
03/08/2020,48,2,IL
03/09/2020,52,4,IL
03/11/2020,54,2,IL
03/12/2020,62,8,IL
03/13/2020,66,4,IL
03/14/2020,72,6,IL
03/15/2020,98,26,IL
03/16/2020,120,22,IL
03/17/2020,124,4,IL
03/18/2020,136,12,IL
03/19/2020,150,14,IL
03/20/2020,158,8,IL
03/21/2020,176,18,IL
03/22/2020,206,30,IL
03/23/2020,216,10,IL
03/24/2020,226,10,IL
03/25/2020,244,18,IL
03/26/2020,252,8,IL
03/27/2020,274,22,IL
03/28/2020,296,22,IL
03/29/2020,316,20,IL
03/30/2020,332,16,IL
03/31/2020,353,21,IL
04/01/2020,361,8,IL
04/02/2020,381,20,IL
04/03/2020,407,26,IL
04/04/2020,433,26,IL
04/05/2020,467,34,IL
04/06/2020,497,30,IL
04/07/2020,525,28,IL
04/08/2020,531,6,IL
04/09/2020,534,3,IL
04/10/2020,574,40,IL
04/11/2020,608,34,IL
04/12/2020,634,26,IL
04/13/2020,666,32,IL
04/14/2020,674,8,IL
04/15/2020,692,18,IL
04/16/2020,702,10,IL
04/17/2020,720,18,IL
04/18/2020,726,6,IL
04/19/2020,730,4,IL
04/20/2020,742,12,IL
04/21/2020,758,16,IL
04/22/2020,772,14,IL
04/23/2020,780,8,IL
04/24/2020,786,6,IL
04/25/2020,792,6,IL
04/26/2020,802,10,IL
04/28/2020,804,2,IL
04/29/2020,814,10,IL
04/30/2020,822,8,IL
05/01/2020,826,4,IL
05/02/2020,832,6,IL
05/03/2020,838,6,IL
05/06/2020,842,4,IL
05/07/2020,848,6,IL
05/08/2020,850,2,IL
05/09/2020,854,4,IL
05/11/2020,856,2,IL
05/12/2020,858,2,IL
05/14/2020,860,2,IL
02/08/2020,1,0,EE
03/13/2020,3,2,EE
03/14/2020,6,3,EE
03/15/2020,9,3,EE
03/16/2020,10,1,EE
03/20/2020,11,1,EE
03/23/2020,13,2,EE
03/24/2020,14,1,EE
03/28/2020,16,2,EE
03/30/2020,17,1,EE
04/01/2020,19,2,EE
04/03/2020,20,1,EE
04/05/2020,21,1,EE
04/12/2020,22,1,EE
04/17/2020,24,2,EE
04/19/2020,25,1,EE
04/21/2020,26,1,EE
04/23/2020,27,1,EE
04/24/2020,28,1,EE
05/01/2020,29,1,EE
02/10/2020,1,0,BH
02/12/2020,2,1,BH
02/22/2020,3,1,BH
02/27/2020,4,1,BH
03/01/2020,5,1,BH
03/03/2020,6,1,BH
03/04/2020,8,2,BH
03/05/2020,11,3,BH
03/06/2020,14,3,BH
03/08/2020,16,2,BH
03/09/2020,18,2,BH
03/11/2020,20,2,BH
03/12/2020,26,6,BH
03/13/2020,30,4,BH
03/14/2020,32,2,BH
03/15/2020,33,1,BH
03/16/2020,34,1,BH
03/17/2020,38,4,BH
03/18/2020,45,7,BH
03/19/2020,51,6,BH
03/20/2020,56,5,BH
03/21/2020,58,2,BH
03/22/2020,62,4,BH
03/23/2020,70,8,BH
03/24/2020,81,11,BH
03/25/2020,86,5,BH
03/26/2020,91,5,BH
03/27/2020,96,5,BH
03/28/2020,100,4,BH
03/29/2020,106,6,BH
03/30/2020,108,2,BH
03/31/2020,109,1,BH
04/01/2020,110,1,BH
04/03/2020,111,1,BH
04/04/2020,114,3,BH
04/05/2020,116,2,BH
04/06/2020,117,1,BH
04/10/2020,119,2,BH
04/11/2020,122,3,BH
04/14/2020,123,1,BH
04/15/2020,125,2,BH
04/16/2020,126,1,BH
04/17/2020,127,1,BH
04/18/2020,130,3,BH
04/19/2020,131,1,BH
04/20/2020,132,1,BH
04/22/2020,133,1,BH
04/23/2020,134,1,BH
04/25/2020,135,1,BH
04/27/2020,136,1,BH
05/02/2020,137,1,BH
05/03/2020,138,1,BH
05/07/2020,139,1,BH
05/09/2020,140,1,BH
02/10/2020,2,0,MM
02/23/2020,4,2,MM
03/04/2020,6,2,MM
03/12/2020,8,2,MM
03/15/2020,10,2,MM
03/16/2020,14,4,MM
03/17/2020,16,2,MM
03/21/2020,18,2,MM
03/23/2020,24,6,MM
03/24/2020,26,2,MM
03/26/2020,28,2,MM
03/28/2020,30,2,MM
04/03/2020,32,2,MM
04/09/2020,33,1,MM
04/10/2020,35,2,MM
04/17/2020,40,5,MM
04/19/2020,42,2,MM
04/23/2020,46,4,MM
04/24/2020,48,2,MM
04/25/2020,49,1,MM
05/01/2020,51,2,MM
05/04/2020,53,2,MM
05/09/2020,55,2,MM
05/14/2020,57,2,MM
02/12/2020,1,0,GA
03/06/2020,2,1,GA
03/17/2020,4,2,GA
03/18/2020,5,1,GA
03/23/2020,11,6,GA
03/24/2020,13,2,GA
03/28/2020,14,1,GA
03/31/2020,16,2,GA
04/07/2020,18,2,GA
04/11/2020,22,4,GA
04/13/2020,24,2,GA
04/19/2020,26,2,GA
04/21/2020,27,1,GA
04/26/2020,28,1,GA
04/27/2020,32,4,GA
04/30/2020,38,6,GA
05/01/2020,40,2,GA
02/12/2020,1,0,HN
02/13/2020,2,1,HN
02/17/2020,5,3,HN
02/29/2020,6,1,HN
03/03/2020,7,1,HN
03/06/2020,8,1,HN
03/11/2020,10,2,HN
03/13/2020,12,2,HN
03/14/2020,14,2,HN
03/15/2020,15,1,HN
03/16/2020,19,4,HN
03/17/2020,23,4,HN
03/18/2020,28,5,HN
03/19/2020,33,5,HN
03/20/2020,36,3,HN
03/21/2020,40,4,HN
03/22/2020,43,3,HN
03/23/2020,45,2,HN
03/24/2020,56,11,HN
03/25/2020,61,5,HN
03/26/2020,65,4,HN
03/27/2020,67,2,HN
03/28/2020,75,8,HN
03/29/2020,83,8,HN
03/31/2020,87,4,HN
04/01/2020,89,2,HN
04/02/2020,91,2,HN
04/03/2020,92,1,HN
04/04/2020,93,1,HN
04/05/2020,94,1,HN
04/06/2020,97,3,HN
04/07/2020,98,1,HN
04/08/2020,103,5,HN
04/09/2020,107,4,HN
04/10/2020,109,2,HN
04/11/2020,112,3,HN
04/12/2020,113,1,HN
04/13/2020,123,10,HN
04/14/2020,127,4,HN
04/15/2020,129,2,HN
04/16/2020,130,1,HN
04/18/2020,135,5,HN
04/19/2020,138,3,HN
04/20/2020,139,1,HN
04/21/2020,143,4,HN
04/22/2020,144,1,HN
04/23/2020,145,1,HN
04/24/2020,147,2,HN
04/27/2020,148,1,HN
04/28/2020,150,2,HN
04/30/2020,154,4,HN
05/01/2020,155,1,HN
05/03/2020,156,1,HN
05/04/2020,157,1,HN
05/05/2020,160,3,HN
05/06/2020,161,1,HN
05/07/2020,163,2,HN
05/08/2020,168,5,HN
05/09/2020,170,2,HN
05/11/2020,171,1,HN
05/14/2020,172,1,HN
02/12/2020,3,0,MN
02/25/2020,5,2,MN
03/12/2020,8,3,MN
03/14/2020,11,3,MN
03/18/2020,14,3,MN
03/22/2020,17,3,MN
03/23/2020,20,3,MN
03/24/2020,23,3,MN
04/04/2020,26,3,MN
04/26/2020,29,3,MN
05/02/2020,32,3,MN
05/05/2020,35,3,MN
02/12/2020,1,0,MQ
02/29/2020,3,2,MQ
03/01/2020,4,1,MQ
03/06/2020,5,1,MQ
03/13/2020,6,1,MQ
03/19/2020,7,1,MQ
03/20/2020,8,1,MQ
03/25/2020,9,1,MQ
03/26/2020,10,1,MQ
03/28/2020,14,4,MQ
04/02/2020,16,2,MQ
04/05/2020,17,1,MQ
04/08/2020,18,1,MQ
04/14/2020,19,1,MQ
04/22/2020,20,1,MQ
04/26/2020,21,1,MQ
05/12/2020,23,2,MQ
02/12/2020,3,0,UZ
03/15/2020,9,6,UZ
03/18/2020,12,3,UZ
03/22/2020,15,3,UZ
03/23/2020,18,3,UZ
03/24/2020,21,3,UZ
03/26/2020,24,3,UZ
03/28/2020,30,6,UZ
03/31/2020,36,6,UZ
04/03/2020,39,3,UZ
04/05/2020,42,3,UZ
04/06/2020,45,3,UZ
05/11/2020,48,3,UZ
02/13/2020,1,0,BY
02/28/2020,9,8,BY
02/29/2020,10,1,BY
03/13/2020,11,1,BY
03/14/2020,12,1,BY
03/18/2020,13,1,BY
03/19/2020,14,1,BY
03/20/2020,16,2,BY
03/21/2020,17,1,BY
03/24/2020,18,1,BY
03/27/2020,24,6,BY
03/30/2020,25,1,BY
03/31/2020,26,1,BY
04/04/2020,27,1,BY
04/05/2020,28,1,BY
04/06/2020,31,3,BY
04/07/2020,39,8,BY
04/09/2020,40,1,BY
04/10/2020,49,9,BY
04/11/2020,57,8,BY
04/12/2020,61,4,BY
04/13/2020,75,14,BY
04/14/2020,76,1,BY
04/16/2020,84,8,BY
04/17/2020,88,4,BY
04/18/2020,89,1,BY
04/19/2020,93,4,BY
04/20/2020,98,5,BY
04/21/2020,102,4,BY
04/22/2020,110,8,BY
04/23/2020,111,1,BY
04/24/2020,114,3,BY
04/27/2020,115,1,BY
04/30/2020,116,1,BY
05/01/2020,118,2,BY
05/02/2020,119,1,BY
05/03/2020,120,1,BY
05/08/2020,122,2,BY
05/12/2020,123,1,BY
05/14/2020,125,2,BY
02/13/2020,1,0,KY
03/14/2020,2,1,KY
03/18/2020,3,1,KY
03/19/2020,4,1,KY
03/21/2020,6,2,KY
03/27/2020,8,2,KY
04/03/2020,10,2,KY
04/04/2020,11,1,KY
04/10/2020,12,1,KY
04/18/2020,13,1,KY
04/22/2020,14,1,KY
05/01/2020,15,1,KY
02/13/2020,1,0,ZW
03/13/2020,2,1,ZW
03/18/2020,4,2,ZW
03/19/2020,5,1,ZW
03/20/2020,7,2,ZW
03/21/2020,12,5,ZW
03/22/2020,16,4,ZW
03/23/2020,23,7,ZW
03/24/2020,25,2,ZW
03/25/2020,31,6,ZW
03/26/2020,33,2,ZW
03/27/2020,35,2,ZW
03/28/2020,36,1,ZW
03/30/2020,37,1,ZW
04/01/2020,38,1,ZW
04/02/2020,40,2,ZW
04/04/2020,42,2,ZW
04/05/2020,43,1,ZW
04/06/2020,44,1,ZW
04/07/2020,46,2,ZW
04/10/2020,48,2,ZW
04/11/2020,52,4,ZW
04/15/2020,55,3,ZW
04/18/2020,56,1,ZW
04/21/2020,57,1,ZW
04/22/2020,58,1,ZW
04/23/2020,59,1,ZW
04/25/2020,62,3,ZW
04/26/2020,65,3,ZW
04/27/2020,66,1,ZW
04/28/2020,68,2,ZW
04/29/2020,69,1,ZW
04/30/2020,71,2,ZW
05/02/2020,73,2,ZW
05/03/2020,74,1,ZW
05/04/2020,77,3,ZW
05/05/2020,81,4,ZW
05/06/2020,85,4,ZW
05/07/2020,87,2,ZW
05/08/2020,90,3,ZW
05/09/2020,91,1,ZW
05/10/2020,92,1,ZW
05/11/2020,93,1,ZW
05/14/2020,94,1,ZW
02/14/2020,1,0,FJ
03/19/2020,2,1,FJ
03/20/2020,3,1,FJ
03/21/2020,6,3,FJ
03/26/2020,7,1,FJ
03/31/2020,8,1,FJ
04/01/2020,9,1,FJ
04/03/2020,10,1,FJ
04/04/2020,11,1,FJ
04/06/2020,14,3,FJ
04/07/2020,16,2,FJ
04/10/2020,17,1,FJ
04/12/2020,18,1,FJ
04/16/2020,19,1,FJ
04/22/2020,20,1,FJ
04/24/2020,21,1,FJ
05/02/2020,22,1,FJ
02/14/2020,2,0,ME
03/04/2020,5,3,ME
03/07/2020,7,2,ME
03/12/2020,9,2,ME
03/13/2020,13,4,ME
03/20/2020,15,2,ME
03/23/2020,17,2,ME
03/25/2020,18,1,ME
04/03/2020,20,2,ME
04/05/2020,22,2,ME
04/11/2020,24,2,ME
04/22/2020,26,2,ME
05/02/2020,28,2,ME
02/15/2020,2,0,BS
03/02/2020,4,2,BS
03/03/2020,6,2,BS
03/06/2020,8,2,BS
03/08/2020,14,6,BS
03/12/2020,18,4,BS
03/13/2020,20,2,BS
03/14/2020,24,4,BS
03/15/2020,36,12,BS
03/16/2020,48,12,BS
03/17/2020,56,8,BS
03/18/2020,64,8,BS
03/19/2020,68,4,BS
03/20/2020,86,18,BS
03/21/2020,92,6,BS
03/22/2020,96,4,BS
03/23/2020,102,6,BS
03/24/2020,114,12,BS
03/25/2020,130,16,BS
03/26/2020,138,8,BS
03/29/2020,142,4,BS
03/30/2020,146,4,BS
03/31/2020,156,10,BS
04/03/2020,158,2,BS
04/04/2020,160,2,BS
04/05/2020,164,4,BS
04/07/2020,166,2,BS
04/10/2020,168,2,BS
04/12/2020,170,2,BS
04/14/2020,174,4,BS
04/16/2020,176,2,BS
04/17/2020,178,2,BS
04/19/2020,180,2,BS
04/23/2020,192,12,BS
04/25/2020,193,1,BS
05/03/2020,195,2,BS
05/04/2020,197,2,BS
05/10/2020,199,2,BS
05/12/2020,203,4,BS
05/13/2020,205,2,BS
02/16/2020,2,0,JO
02/27/2020,3,1,JO
03/08/2020,5,2,JO
03/11/2020,6,1,JO
03/14/2020,7,1,JO
03/15/2020,10,3,JO
03/16/2020,15,5,JO
03/17/2020,18,3,JO
03/18/2020,19,1,JO
03/19/2020,22,3,JO
03/20/2020,25,3,JO
03/21/2020,29,4,JO
03/22/2020,30,1,JO
03/23/2020,32,2,JO
03/24/2020,35,3,JO
03/25/2020,36,1,JO
03/26/2020,38,2,JO
03/31/2020,42,4,JO
04/05/2020,43,1,JO
04/06/2020,44,1,JO
04/07/2020,45,1,JO
04/11/2020,46,1,JO
04/12/2020,49,3,JO
04/13/2020,51,2,JO
04/19/2020,52,1,JO
04/21/2020,53,1,JO
04/25/2020,56,3,JO
04/26/2020,58,2,JO
04/29/2020,59,1,JO
04/30/2020,60,1,JO
05/01/2020,62,2,JO
05/07/2020,64,2,JO
02/16/2020,1,0,SK
03/13/2020,4,3,SK
03/14/2020,7,3,SK
03/15/2020,8,1,SK
03/16/2020,9,1,SK
03/17/2020,10,1,SK
03/18/2020,13,3,SK
03/20/2020,15,2,SK
03/21/2020,16,1,SK
03/23/2020,17,1,SK
03/25/2020,18,1,SK
03/26/2020,19,1,SK
03/27/2020,20,1,SK
03/28/2020,22,2,SK
03/29/2020,26,4,SK
04/04/2020,27,1,SK
04/05/2020,28,1,SK
04/06/2020,30,2,SK
04/07/2020,32,2,SK
04/10/2020,33,1,SK
04/11/2020,34,1,SK
04/13/2020,35,1,SK
04/17/2020,36,1,SK
04/23/2020,37,1,SK
04/24/2020,39,2,SK
04/27/2020,40,1,SK
04/28/2020,41,1,SK
05/08/2020,42,1,SK
05/09/2020,43,1,SK
02/17/2020,1,0,CM
03/02/2020,2,1,CM
03/07/2020,3,1,CM
03/14/2020,4,1,CM
03/15/2020,5,1,CM
03/17/2020,8,3,CM
03/18/2020,14,6,CM
03/19/2020,17,3,CM
03/20/2020,18,1,CM
03/21/2020,19,1,CM
03/22/2020,20,1,CM
03/23/2020,25,5,CM
03/24/2020,29,4,CM
03/25/2020,34,5,CM
03/26/2020,36,2,CM
03/27/2020,44,8,CM
03/28/2020,50,6,CM
03/29/2020,56,6,CM
03/30/2020,58,2,CM
03/31/2020,59,1,CM
04/04/2020,63,4,CM
04/05/2020,65,2,CM
04/06/2020,67,2,CM
04/07/2020,68,1,CM
04/09/2020,70,2,CM
04/10/2020,73,3,CM
04/11/2020,77,4,CM
04/12/2020,80,3,CM
04/13/2020,82,2,CM
04/15/2020,84,2,CM
04/16/2020,88,4,CM
04/17/2020,89,1,CM
04/19/2020,91,2,CM
04/20/2020,93,2,CM
04/21/2020,95,2,CM
04/23/2020,97,2,CM
04/24/2020,99,2,CM
04/26/2020,100,1,CM
04/27/2020,101,1,CM
04/29/2020,105,4,CM
04/30/2020,107,2,CM
05/01/2020,108,1,CM
05/02/2020,110,2,CM
05/03/2020,112,2,CM
05/08/2020,115,3,CM
05/09/2020,116,1,CM
05/14/2020,117,1,CM
02/19/2020,1,0,ET
02/22/2020,2,1,ET
03/12/2020,3,1,ET
03/13/2020,4,1,ET
03/14/2020,7,3,ET
03/16/2020,8,1,ET
03/22/2020,9,1,ET
03/24/2020,10,1,ET
03/25/2020,11,1,ET
03/29/2020,13,2,ET
03/30/2020,14,1,ET
04/04/2020,16,2,ET
04/05/2020,17,1,ET
04/07/2020,18,1,ET
04/08/2020,19,1,ET
04/09/2020,20,1,ET
04/11/2020,21,1,ET
04/14/2020,22,1,ET
04/20/2020,24,2,ET
04/21/2020,26,2,ET
04/23/2020,28,2,ET
04/24/2020,29,1,ET
05/03/2020,31,2,ET
05/07/2020,32,1,ET
02/20/2020,1,0,FO
03/11/2020,2,1,FO
03/19/2020,3,1,FO
04/23/2020,4,1,FO
02/20/2020,1,0,LV
03/02/2020,2,1,LV
03/06/2020,3,1,LV
03/08/2020,4,1,LV
03/09/2020,5,1,LV
03/12/2020,6,1,LV
03/14/2020,8,2,LV
03/15/2020,12,4,LV
03/21/2020,13,1,LV
03/23/2020,14,1,LV
03/28/2020,16,2,LV
03/29/2020,18,2,LV
04/02/2020,19,1,LV
04/03/2020,20,1,LV
04/05/2020,21,1,LV
04/06/2020,22,1,LV
04/12/2020,23,1,LV
04/13/2020,24,1,LV
04/18/2020,25,1,LV
04/20/2020,26,1,LV
04/21/2020,28,2,LV
04/22/2020,29,1,LV
04/26/2020,30,1,LV
04/27/2020,32,2,LV
05/02/2020,33,1,LV
05/03/2020,35,2,LV
05/10/2020,37,2,LV
05/12/2020,38,1,LV
02/21/2020,2,0,LB
02/25/2020,3,1,LB
03/02/2020,7,4,LB
03/03/2020,9,2,LB
03/06/2020,13,4,LB
03/11/2020,19,6,LB
03/12/2020,27,8,LB
03/13/2020,31,4,LB
03/14/2020,45,14,LB
03/15/2020,61,16,LB
03/16/2020,75,14,LB
03/17/2020,95,20,LB
03/18/2020,109,14,LB
03/19/2020,129,20,LB
03/20/2020,145,16,LB
03/21/2020,149,4,LB
03/22/2020,161,12,LB
03/23/2020,181,20,LB
03/24/2020,201,20,LB
03/25/2020,211,10,LB
03/26/2020,219,8,LB
03/27/2020,235,16,LB
03/28/2020,255,20,LB
03/29/2020,275,20,LB
03/30/2020,281,6,LB
03/31/2020,289,8,LB
04/02/2020,293,4,LB
04/03/2020,303,10,LB
04/04/2020,317,14,LB
04/05/2020,321,4,LB
04/06/2020,327,6,LB
04/07/2020,335,8,LB
04/08/2020,343,8,LB
04/11/2020,347,4,LB
04/12/2020,353,6,LB
04/13/2020,355,2,LB
04/14/2020,357,2,LB
04/16/2020,361,4,LB
04/17/2020,369,8,LB
04/18/2020,373,4,LB
04/19/2020,375,2,LB
04/20/2020,379,4,LB
04/21/2020,385,6,LB
04/22/2020,387,2,LB
04/23/2020,391,4,LB
04/25/2020,395,4,LB
04/26/2020,397,2,LB
04/27/2020,399,2,LB
04/28/2020,401,2,LB
04/30/2020,403,2,LB
05/01/2020,405,2,LB
05/03/2020,409,4,LB
05/05/2020,413,4,LB
05/06/2020,415,2,LB
05/09/2020,423,8,LB
05/10/2020,425,2,LB
05/11/2020,427,2,LB
05/12/2020,429,2,LB
02/23/2020,2,0,TN
03/03/2020,6,4,TN
03/12/2020,10,4,TN
03/14/2020,14,4,TN
03/15/2020,22,8,TN
03/19/2020,24,2,TN
03/22/2020,26,2,TN
03/23/2020,34,8,TN
03/24/2020,44,10,TN
03/25/2020,47,3,TN
03/26/2020,49,2,TN
03/28/2020,65,16,TN
03/30/2020,67,2,TN
03/31/2020,69,2,TN
04/02/2020,71,2,TN
04/03/2020,77,6,TN
04/05/2020,79,2,TN
04/06/2020,83,4,TN
04/07/2020,99,16,TN
04/08/2020,102,3,TN
04/10/2020,104,2,TN
04/11/2020,110,6,TN
04/13/2020,112,2,TN
04/14/2020,116,4,TN
04/15/2020,118,2,TN
04/16/2020,120,2,TN
04/20/2020,127,7,TN
04/22/2020,131,4,TN
04/23/2020,135,4,TN
04/24/2020,137,2,TN
04/25/2020,143,6,TN
04/27/2020,145,2,TN
04/29/2020,149,4,TN
04/30/2020,151,2,TN
05/01/2020,155,4,TN
05/02/2020,157,2,TN
05/03/2020,159,2,TN
05/04/2020,163,4,TN
05/05/2020,165,2,TN
05/06/2020,167,2,TN
05/07/2020,169,2,TN
05/08/2020,171,2,TN
05/10/2020,173,2,TN
05/11/2020,179,6,TN
05/12/2020,181,2,TN
02/24/2020,1,0,IM
03/24/2020,2,1,IM
03/28/2020,4,2,IM
04/19/2020,5,1,IM
04/21/2020,6,1,IM
02/25/2020,1,0,RS
03/09/2020,2,1,RS
03/12/2020,4,2,RS
03/13/2020,5,1,RS
03/14/2020,6,1,RS
03/16/2020,9,3,RS
03/17/2020,13,4,RS
03/18/2020,14,1,RS
03/19/2020,19,5,RS
03/20/2020,22,3,RS
03/21/2020,25,3,RS
03/22/2020,29,4,RS
03/23/2020,36,7,RS
03/24/2020,41,5,RS
03/25/2020,42,1,RS
03/26/2020,44,2,RS
03/27/2020,52,8,RS
03/28/2020,58,6,RS
03/29/2020,62,4,RS
03/31/2020,65,3,RS
